ref	pos	count	mean	std	min	25%	50%	75%	max
NC_045512.2	8022	44369.0	6526.843674637697	9628.785273612286	0.0	238.0	2653.0	8452.0	203897.0
NC_045512.2	8023	44369.0	6463.770019608285	9639.389312290676	0.0	235.0	2564.0	8357.0	203975.0
NC_045512.2	8024	44369.0	6450.162433230408	9647.549300085155	0.0	235.0	2541.0	8339.0	204301.0
NC_045512.2	8025	44369.0	6372.634136446618	9664.49984454785	0.0	232.0	2409.0	8292.0	204352.0
NC_045512.2	8026	44369.0	6407.402848835899	9687.278358435493	0.0	233.0	2441.0	8346.0	206038.0
NC_045512.2	8027	44369.0	6394.147648132705	9686.848063357967	0.0	233.0	2434.0	8279.0	206103.0
NC_045512.2	8028	44369.0	6386.093015393631	9692.10234993752	0.0	232.0	2418.0	8275.0	206267.0
NC_045512.2	8029	44369.0	6380.545065248259	9693.38221588447	0.0	232.0	2412.0	8225.0	206350.0
NC_045512.2	8030	44369.0	6372.579120557146	9697.065262466165	0.0	232.0	2393.0	8223.0	206412.0
NC_045512.2	8031	44369.0	6367.453672609254	9703.4324730638	0.0	232.0	2376.0	8235.0	206548.0
NC_045512.2	8032	44369.0	6364.624828145777	9707.879902623976	0.0	231.0	2363.0	8232.0	206739.0
NC_045512.2	8033	44369.0	6354.3517996799565	9717.344651931659	0.0	231.0	2334.0	8201.0	207201.0
NC_045512.2	8034	44369.0	6377.562442245712	9736.256782666045	0.0	231.0	2357.0	8262.0	208387.0
NC_045512.2	8035	44369.0	6360.084518470103	9741.008565422935	0.0	231.0	2317.0	8247.0	208459.0
NC_045512.2	8036	44369.0	6360.404629358336	9745.89808176898	0.0	231.0	2315.0	8253.0	208708.0
NC_045512.2	8037	44369.0	6360.158466496879	9748.606123376732	0.0	231.0	2317.0	8250.0	208817.0
NC_045512.2	8038	44369.0	6360.055827266785	9749.157186402053	0.0	231.0	2331.0	8186.0	208896.0
NC_045512.2	8039	44369.0	6367.24422457121	9761.557750937214	0.0	231.0	2330.0	8180.0	209559.0
NC_045512.2	8040	44369.0	6358.863868917488	9770.925647285061	0.0	231.0	2317.0	8128.0	209926.0
NC_045512.2	8041	44369.0	6381.5020171741535	9791.478961068295	0.0	231.0	2336.0	8169.0	211038.0
NC_045512.2	8042	44369.0	6378.684419301765	9794.560244921211	0.0	231.0	2333.0	8157.0	211168.0
NC_045512.2	8043	44369.0	6376.7691180779375	9795.298395201078	0.0	231.0	2328.0	8159.0	211199.0
NC_045512.2	8044	44369.0	6359.617165137822	9803.503588863894	0.0	231.0	2276.0	8155.0	211317.0
NC_045512.2	8045	44369.0	6351.159728639365	9812.417621798822	0.0	231.0	2246.0	8152.0	211564.0
NC_045512.2	8046	44369.0	6420.98136086006	9862.01726304105	0.0	232.0	2334.0	8285.0	214442.0
NC_045512.2	8047	44369.0	6429.036173905204	9866.859360057373	0.0	232.0	2344.0	8294.0	214811.0
NC_045512.2	8048	44369.0	6422.970542495887	9869.176792411523	0.0	232.0	2334.0	8289.0	214969.0
NC_045512.2	8049	44369.0	6429.515066825937	9878.908144263474	0.0	232.0	2334.0	8298.0	215477.0
NC_045512.2	8050	44369.0	6446.1280623859	9882.890651361367	0.0	233.0	2365.0	8317.0	215839.0
NC_045512.2	8051	44369.0	6446.415560413802	9886.453557105246	0.0	232.0	2362.0	8327.0	215979.0
NC_045512.2	8052	44369.0	6436.797403592598	9892.22164129665	0.0	232.0	2339.0	8309.0	216092.0
NC_045512.2	8053	44369.0	6425.842232189141	9900.75995745812	0.0	232.0	2298.0	8314.0	216304.0
NC_045512.2	8054	44369.0	6416.343167526877	9908.53394227691	0.0	232.0	2271.0	8294.0	216505.0
NC_045512.2	8055	44369.0	6410.914760305619	9919.655962914914	0.0	232.0	2248.0	8287.0	217224.0
NC_045512.2	8056	44369.0	6405.953999414005	9921.53813252482	0.0	231.0	2235.0	8286.0	217253.0
NC_045512.2	8057	44369.0	6414.853275935901	9933.516241520267	0.0	231.0	2238.0	8295.0	217811.0
NC_045512.2	8058	44369.0	6424.330388334197	9945.396060008414	0.0	231.0	2244.0	8301.0	218499.0
NC_045512.2	8059	44369.0	6420.8110843156255	9949.431442159632	0.0	231.0	2227.0	8305.0	218609.0
NC_045512.2	8060	44369.0	6427.963262638328	9956.606668843233	0.0	231.0	2241.0	8313.0	218967.0
NC_045512.2	8061	44369.0	6404.1771732515945	9966.327573648707	0.0	230.0	2160.0	8300.0	219002.0
NC_045512.2	8062	44369.0	6403.152200860962	9971.011383050783	0.0	230.0	2157.0	8301.0	219216.0
NC_045512.2	8063	44369.0	6399.231310148978	9989.435156346763	0.0	230.0	2127.0	8308.0	219924.0
NC_045512.2	8064	44369.0	6401.6396583199985	9995.389833451534	0.0	230.0	2122.0	8315.0	220165.0
NC_045512.2	8065	44369.0	6462.909846965224	10031.759862023444	0.0	232.0	2217.0	8398.0	222424.0
NC_045512.2	8066	44369.0	6486.280601320742	10043.545418283098	0.0	233.0	2256.0	8431.0	223048.0
NC_045512.2	8067	44369.0	6487.935337735807	10049.811049224936	0.0	233.0	2252.0	8438.0	223183.0
NC_045512.2	8068	44369.0	6495.912686785819	10060.554604845625	0.0	233.0	2249.0	8452.0	223672.0
NC_045512.2	8069	44369.0	6504.1943699429785	10076.34077456451	0.0	233.0	2251.0	8473.0	224315.0
NC_045512.2	8070	44369.0	6514.619080889811	10086.408988779227	0.0	233.0	2263.0	8490.0	224812.0
NC_045512.2	8071	44369.0	6507.658996145958	10104.555049110397	0.0	233.0	2219.0	8493.0	225420.0
NC_045512.2	8072	44369.0	6525.062002749668	10123.025966563435	0.0	234.0	2234.0	8521.0	225479.0
NC_045512.2	8073	44369.0	6536.740224030292	10137.20242971698	0.0	234.0	2245.0	8540.0	226057.0
NC_045512.2	8074	44369.0	6531.411999368929	10143.0535859625	0.0	233.0	2219.0	8533.0	226339.0
NC_045512.2	8075	44369.0	6527.468322477405	10149.194742875732	0.0	233.0	2200.0	8536.0	226654.0
NC_045512.2	8076	44369.0	6533.772025513309	10165.75025814466	0.0	233.0	2203.0	8540.0	227308.0
NC_045512.2	8077	44369.0	6538.108837251234	10169.441430477915	0.0	234.0	2212.0	8546.0	227367.0
NC_045512.2	8078	44369.0	6543.709324077622	10173.713459580902	0.0	234.0	2212.0	8551.0	227089.0
NC_045512.2	8079	44369.0	6540.23955915166	10173.139059740208	0.0	234.0	2200.0	8546.0	226805.0
NC_045512.2	8080	44369.0	6563.5617660979515	10165.123787227121	0.0	235.0	2274.0	8554.0	226522.0
NC_045512.2	8081	44369.0	6579.888097545584	10167.314239256157	0.0	236.0	2309.0	8565.0	226523.0
NC_045512.2	8082	44369.0	6587.321418107237	10178.080397249454	0.0	237.0	2316.0	8573.0	226510.0
NC_045512.2	8083	44369.0	6635.029908269287	10264.863530094095	0.0	238.0	2327.0	8657.0	229444.0
NC_045512.2	8084	44369.0	6658.968221055241	10302.6773392077	0.0	238.0	2327.0	8677.0	229158.0
NC_045512.2	8085	44369.0	6643.864973292163	10305.209340917567	0.0	238.0	2277.0	8653.0	228066.0
NC_045512.2	8086	44369.0	6663.221213009083	10336.57229643944	0.0	238.0	2280.0	8668.0	227401.0
NC_045512.2	8087	44369.0	6696.773355270572	10309.008027360267	0.0	240.0	2393.0	8672.0	223954.0
NC_045512.2	8088	44369.0	6716.434424936329	10318.522333545981	0.0	241.0	2419.0	8673.0	221642.0
NC_045512.2	8089	44369.0	6764.141652955893	10366.243652054802	0.0	245.0	2451.0	8720.0	221314.0
NC_045512.2	8090	44369.0	7294.333092925241	11180.799989475976	0.0	271.0	2584.0	9321.0	221046.0
NC_045512.2	8091	44369.0	7788.231512993306	11876.42088684351	0.0	307.0	2870.0	9742.0	221177.0
NC_045512.2	8092	44369.0	7893.150059726386	12069.062871260794	0.0	311.0	2888.0	9815.0	220839.0
NC_045512.2	8093	44369.0	7920.4758051792915	12086.67649490866	0.0	313.0	2929.0	9835.0	219750.0
NC_045512.2	8094	44369.0	7954.810430706124	12151.965202231577	0.0	315.0	2932.0	9813.0	214813.0
NC_045512.2	8095	44369.0	8147.175370190899	12481.59990345179	0.0	322.0	2977.0	9968.0	212479.0
NC_045512.2	8096	44369.0	8293.390385178842	12684.390795456271	0.0	327.0	3076.0	10075.0	212217.0
NC_045512.2	8097	44369.0	8302.340147400211	12720.031111230259	0.0	327.0	3057.0	10075.0	211942.0
NC_045512.2	8098	44369.0	8450.804728526675	12970.864502571236	0.0	332.0	3103.0	10220.0	211670.0
NC_045512.2	8099	44369.0	8501.732808943181	13038.924101405753	0.0	336.0	3155.0	10223.0	209441.0
NC_045512.2	8100	44369.0	8723.373932249995	13389.682591448052	0.0	346.0	3234.0	10399.0	207446.0
NC_045512.2	8101	44369.0	8787.084315625774	13511.64759713829	0.0	347.0	3263.0	10391.0	204163.0
NC_045512.2	8102	44369.0	8897.945074263562	13719.146545635178	0.0	349.0	3267.0	10485.0	200734.0
NC_045512.2	8103	44369.0	9236.26356239717	14358.802427183597	0.0	358.0	3310.0	10709.0	199232.0
NC_045512.2	8104	44369.0	9491.115057810634	14865.949974551326	0.0	369.0	3343.0	10809.0	202665.0
NC_045512.2	8105	44369.0	9513.94358673849	14996.133823414053	0.0	369.0	3251.0	10811.0	206518.0
NC_045512.2	8106	44369.0	9550.53661340125	15101.042894506669	0.0	369.0	3233.0	10756.0	207953.0
NC_045512.2	8107	44369.0	9641.582163222069	15279.044298562703	0.0	371.0	3231.0	10831.0	209803.0
NC_045512.2	8108	44369.0	9805.827041402781	15530.295764409568	0.0	377.0	3312.0	10973.0	213331.0
NC_045512.2	8109	44369.0	9791.834704410738	15582.726769822297	0.0	376.0	3238.0	10893.0	213808.0
NC_045512.2	8110	44369.0	9990.700444003696	15996.268019780906	0.0	379.0	3281.0	10952.0	217231.0
NC_045512.2	8111	44369.0	10037.256372692646	16095.04491931194	0.0	382.0	3284.0	10969.0	221687.0
NC_045512.2	8112	44369.0	10067.035948522616	16164.72516056013	0.0	384.0	3286.0	10975.0	223358.0
NC_045512.2	8113	44369.0	10062.299398228493	16172.105082596181	0.0	384.0	3300.0	10905.0	223599.0
NC_045512.2	8114	44369.0	10043.708039396875	16179.12419375994	0.0	383.0	3282.0	10794.0	223876.0
NC_045512.2	8115	44369.0	9979.40282629764	16239.632116296782	0.0	381.0	3274.0	10392.0	226869.0
NC_045512.2	8116	44369.0	9992.196285694967	16309.461436771748	0.0	380.0	3266.0	10319.0	228340.0
NC_045512.2	8117	44369.0	9913.072505578219	16311.478968055284	0.0	377.0	3207.0	10095.0	230081.0
NC_045512.2	8118	44369.0	9919.910117424328	16345.852833265426	0.0	377.0	3194.0	10060.0	230578.0
NC_045512.2	8119	44369.0	9930.532353670356	16386.670664634446	0.0	377.0	3195.0	10075.0	232054.0
NC_045512.2	8120	44369.0	9932.050282855147	16421.93980492038	0.0	377.0	3181.0	9994.0	232266.0
NC_045512.2	8121	44369.0	9950.253262412945	16459.106507447785	0.0	377.0	3178.0	10006.0	232613.0
NC_045512.2	8122	44369.0	9968.944262886249	16493.618625796556	0.0	378.0	3195.0	9996.0	233160.0
NC_045512.2	8123	44369.0	9970.072776037323	16515.844550839854	0.0	378.0	3191.0	9967.0	233545.0
NC_045512.2	8124	44369.0	9999.26477946314	16627.218827185003	0.0	377.0	3124.0	9987.0	234977.0
NC_045512.2	8125	44369.0	9976.92490252203	16667.08828768651	0.0	375.0	3076.0	9882.0	236167.0
NC_045512.2	8126	44369.0	10000.782009961911	16678.300970092823	0.0	376.0	3141.0	9903.0	237747.0
NC_045512.2	8127	44369.0	10003.440938493091	16705.509123565243	0.0	374.0	3139.0	9879.0	238459.0
NC_045512.2	8128	44369.0	10024.991750997318	16724.853392503726	0.0	376.0	3150.0	9907.0	238998.0
NC_045512.2	8129	44369.0	10051.519236403796	16787.14998728589	0.0	377.0	3145.0	9927.0	240427.0
NC_045512.2	8130	44369.0	10113.940746917893	16797.943328909565	0.0	380.0	3252.0	9996.0	240627.0
NC_045512.2	8131	44369.0	10105.988640717618	16805.45025078032	0.0	380.0	3243.0	9976.0	240705.0
NC_045512.2	8132	44369.0	10125.359665532242	16834.86552381092	0.0	381.0	3254.0	9992.0	241356.0
NC_045512.2	8133	44369.0	10173.656945164417	16877.764840977838	0.0	384.0	3313.0	10021.0	242073.0
NC_045512.2	8134	44369.0	10186.009759066015	16901.030543483732	0.0	384.0	3318.0	10025.0	242298.0
NC_045512.2	8135	44369.0	10186.036850052966	16908.042535769186	0.0	384.0	3308.0	10045.0	242377.0
NC_045512.2	8136	44369.0	10214.540174446121	16931.21360692609	0.0	384.0	3337.0	10072.0	242533.0
NC_045512.2	8137	44369.0	10347.764137122766	16953.356487126806	0.0	392.0	3489.0	10375.0	242677.0
NC_045512.2	8138	44369.0	10371.021163424914	16967.21714595905	0.0	393.0	3505.0	10428.0	242721.0
NC_045512.2	8139	44369.0	10360.97410354076	17000.19462960358	0.0	392.0	3454.0	10426.0	243446.0
NC_045512.2	8140	44369.0	10350.693705064346	17014.103148067858	0.0	390.0	3419.0	10415.0	243583.0
NC_045512.2	8141	44369.0	10379.004935878655	17039.59609041124	0.0	392.0	3436.0	10457.0	244033.0
NC_045512.2	8142	44369.0	10411.624174536275	17049.27251040798	0.0	393.0	3460.0	10546.0	244033.0
NC_045512.2	8143	44369.0	10406.631950235525	17017.627076596385	0.0	394.0	3487.0	10527.0	243696.0
NC_045512.2	8144	44369.0	10396.35258851901	17005.50510356309	0.0	394.0	3482.0	10513.0	243637.0
NC_045512.2	8145	44369.0	10374.975207915437	16982.442373571084	0.0	394.0	3477.0	10459.0	243350.0
NC_045512.2	8146	44369.0	10230.633167301494	16956.580103464472	0.0	385.0	3288.0	10205.0	243105.0
NC_045512.2	8147	44369.0	10202.697829565688	16906.871545154943	0.0	384.0	3278.0	10189.0	242099.0
NC_045512.2	8148	44369.0	10236.97394577295	16906.642498042438	0.0	384.0	3285.0	10331.0	241941.0
NC_045512.2	8149	44369.0	10312.064166422502	16911.32830989526	0.0	391.0	3376.0	10492.0	241591.0
NC_045512.2	8150	44369.0	10309.610020509816	16904.4159217842	0.0	390.0	3363.0	10538.0	241476.0
NC_045512.2	8151	44369.0	10300.770109761319	16887.428635194534	0.0	390.0	3364.0	10528.0	241174.0
NC_045512.2	8152	44369.0	10292.335143906781	16896.4653536418	0.0	388.0	3308.0	10567.0	240987.0
NC_045512.2	8153	44369.0	10276.472289210935	16870.64633130049	0.0	388.0	3309.0	10546.0	240546.0
NC_045512.2	8154	44369.0	10280.95426987311	16859.582924113216	0.0	390.0	3324.0	10566.0	240247.0
NC_045512.2	8155	44369.0	10265.380806418896	16845.9029940596	0.0	389.0	3312.0	10536.0	240015.0
NC_045512.2	8156	44369.0	10266.009916833826	16835.37026939925	0.0	389.0	3319.0	10552.0	239761.0
NC_045512.2	8157	44369.0	10278.712389280805	16829.439822248387	0.0	390.0	3358.0	10560.0	239656.0
NC_045512.2	8158	44369.0	10243.57972909013	16809.94336105133	0.0	387.0	3304.0	10522.0	238952.0
NC_045512.2	8159	44369.0	10225.060267303748	16776.5271436075	0.0	388.0	3289.0	10523.0	237968.0
NC_045512.2	8160	44369.0	10235.104712749893	16774.792056550614	0.0	386.0	3275.0	10553.0	237259.0
NC_045512.2	8161	44369.0	10217.661069665757	16728.41094670577	0.0	386.0	3282.0	10558.0	235202.0
NC_045512.2	8162	44369.0	10214.74403299601	16716.347152882503	0.0	386.0	3282.0	10573.0	234866.0
NC_045512.2	8163	44369.0	10212.157474813495	16691.155074958497	0.0	388.0	3321.0	10568.0	234487.0
NC_045512.2	8164	44369.0	10170.096418670693	16638.674200979036	0.0	388.0	3302.0	10543.0	234130.0
NC_045512.2	8165	44369.0	10204.579165633662	16650.51512235984	0.0	387.0	3331.0	10589.0	233818.0
NC_045512.2	8166	44369.0	10196.82654556109	16618.702333767338	0.0	388.0	3337.0	10592.0	232522.0
NC_045512.2	8167	44369.0	10209.521264847079	16627.758874260227	0.0	386.0	3296.0	10700.0	232263.0
NC_045512.2	8168	44369.0	10169.51952940116	16516.51352191805	0.0	385.0	3322.0	10710.0	230945.0
NC_045512.2	8169	44369.0	10129.804119993689	16445.998559296786	0.0	382.0	3297.0	10711.0	228519.0
NC_045512.2	8170	44369.0	10088.503775158331	16346.041865881723	0.0	382.0	3302.0	10728.0	227215.0
NC_045512.2	8171	44369.0	10005.748089882576	16185.517901028614	0.0	380.0	3297.0	10662.0	221516.0
NC_045512.2	8172	44369.0	9942.70193152877	16094.402684092747	0.0	377.0	3253.0	10607.0	219936.0
NC_045512.2	8173	44369.0	9915.541707047714	16022.542192628958	0.0	378.0	3258.0	10603.0	219171.0
NC_045512.2	8174	44369.0	9832.488201221573	15882.302091301151	0.0	375.0	3223.0	10557.0	214881.0
NC_045512.2	8175	44369.0	9852.484076720233	15803.05638097655	0.0	377.0	3332.0	10638.0	213751.0
NC_045512.2	8176	44369.0	9894.055669498974	15813.25254977024	0.0	379.0	3383.0	10724.0	213358.0
NC_045512.2	8177	44369.0	9787.673217787195	15599.571075430262	0.0	374.0	3376.0	10680.0	208443.0
NC_045512.2	8178	44369.0	9745.848790822422	15520.853236770252	0.0	371.0	3364.0	10645.0	207535.0
NC_045512.2	8179	44369.0	9722.327278054498	15470.180122491362	0.0	372.0	3361.0	10632.0	205652.0
NC_045512.2	8180	44369.0	9513.938876242422	15064.347569157197	0.0	367.0	3330.0	10527.0	201307.0
NC_045512.2	8181	44369.0	9251.471432757106	14539.29481368437	0.0	361.0	3280.0	10421.0	196913.0
NC_045512.2	8182	44369.0	9268.644864657757	14541.921672023947	0.0	362.0	3299.0	10483.0	202079.0
NC_045512.2	8183	44369.0	9248.260407040952	14444.800760521499	0.0	361.0	3327.0	10534.0	207378.0
NC_045512.2	8184	44369.0	9239.874484437332	14406.574724402868	0.0	361.0	3332.0	10560.0	209457.0
NC_045512.2	8185	44369.0	9086.670039892719	14185.370533852309	0.0	357.0	3224.0	10450.0	209430.0
NC_045512.2	8186	44369.0	8942.557055601885	13886.789074137112	0.0	354.0	3206.0	10384.0	212251.0
NC_045512.2	8187	44369.0	8911.037165588587	13839.607777517855	0.0	352.0	3194.0	10343.0	213144.0
NC_045512.2	8188	44369.0	8862.627397507269	13737.596499067095	0.0	350.0	3195.0	10319.0	213737.0
NC_045512.2	8189	44369.0	8835.473506276905	13713.201902806455	0.0	349.0	3158.0	10305.0	214288.0
NC_045512.2	8190	44369.0	8809.661317586604	13674.740322598382	0.0	348.0	3141.0	10284.0	214510.0
NC_045512.2	8191	44369.0	8712.306069553066	13476.560367953662	0.0	346.0	3130.0	10253.0	215999.0
NC_045512.2	8192	44369.0	8457.4539205301	13073.806949790363	0.0	338.0	3017.0	10040.0	215137.0
NC_045512.2	8193	44369.0	8270.042687461966	12740.797039040679	0.0	330.0	2988.0	9890.0	215186.0
NC_045512.2	8194	44369.0	6782.854087313214	10336.11963276905	0.0	246.0	2516.0	8532.0	215512.0
NC_045512.2	8195	44369.0	6700.533863733688	10215.722588832197	0.0	242.0	2475.0	8482.0	216181.0
NC_045512.2	8196	44369.0	6598.220356555253	10128.744469886447	0.0	238.0	2367.0	8407.0	215807.0
NC_045512.2	8197	44369.0	6537.289932159842	9997.885292108145	0.0	237.0	2376.0	8366.0	214054.0
NC_045512.2	8198	44369.0	6496.921138632829	9928.207537771832	0.0	236.0	2364.0	8367.0	213835.0
NC_045512.2	8199	44369.0	6513.594897338232	9888.218114868492	0.0	238.0	2446.0	8366.0	213955.0
NC_045512.2	8200	44369.0	6497.3283373526565	9855.821655012824	0.0	238.0	2446.0	8356.0	213905.0
NC_045512.2	8201	44369.0	6478.462056841488	9843.961982701243	0.0	237.0	2428.0	8331.0	213717.0
NC_045512.2	8202	44369.0	6458.818228943632	9838.753150467233	0.0	237.0	2395.0	8304.0	213769.0
NC_045512.2	8203	44369.0	6453.805111677072	9825.159281322072	0.0	236.0	2399.0	8298.0	213683.0
NC_045512.2	8204	44369.0	6443.580675696996	9811.404620953981	0.0	236.0	2401.0	8263.0	213399.0
NC_045512.2	8205	44369.0	6443.319930582164	9803.895306926786	0.0	236.0	2407.0	8274.0	213282.0
NC_045512.2	8206	44369.0	6416.360769906917	9779.176321226687	0.0	235.0	2383.0	8184.0	212007.0
NC_045512.2	8207	44369.0	6427.7901011967815	9776.77179981895	0.0	235.0	2406.0	8228.0	212062.0
NC_045512.2	8208	44369.0	6409.6269692803535	9775.702575488587	0.0	235.0	2360.0	8222.0	211814.0
NC_045512.2	8209	44369.0	6392.850143117943	9759.08274041164	0.0	234.0	2350.0	8179.0	211179.0
NC_045512.2	8210	44369.0	6382.632333385923	9752.333620501126	0.0	233.0	2338.0	8168.0	211004.0
NC_045512.2	8211	44369.0	6376.201289188397	9748.10006705007	0.0	234.0	2338.0	8143.0	210946.0
NC_045512.2	8212	44369.0	6371.326894904099	9740.965041517346	0.0	233.0	2336.0	8136.0	210850.0
NC_045512.2	8213	44369.0	6374.5563118393475	9729.201574718203	0.0	234.0	2353.0	8126.0	210447.0
NC_045512.2	8214	44369.0	6356.657936847799	9708.425141157282	0.0	233.0	2332.0	8128.0	209293.0
NC_045512.2	8215	44369.0	6362.165746354437	9696.841263607203	0.0	234.0	2353.0	8127.0	209028.0
NC_045512.2	8216	44369.0	6310.914467308256	9660.303153678467	0.0	231.0	2293.0	8058.0	206621.0
NC_045512.2	8217	44369.0	6298.962992179224	9648.83084967654	0.0	230.0	2282.0	8030.0	206147.0
NC_045512.2	8218	44369.0	6303.404291284455	9645.539978669769	0.0	230.0	2298.0	8043.0	206120.0
NC_045512.2	8219	44369.0	6306.2385900065365	9642.836141704285	0.0	230.0	2302.0	8062.0	206029.0
NC_045512.2	8220	44369.0	6306.584845274854	9635.259812220966	0.0	230.0	2313.0	8058.0	205697.0
NC_045512.2	8221	44369.0	6305.563772002975	9631.449463361001	0.0	230.0	2316.0	8052.0	205513.0
NC_045512.2	8222	44369.0	6288.256214924835	9615.044286904751	0.0	230.0	2299.0	8023.0	204623.0
NC_045512.2	8223	44369.0	6287.493137100228	9608.001703403455	0.0	230.0	2312.0	8004.0	204521.0
NC_045512.2	8224	44369.0	6268.525795037075	9588.924155994182	0.0	230.0	2296.0	7967.0	203455.0
NC_045512.2	8225	44369.0	6283.589195158782	9581.068877274487	0.0	231.0	2335.0	7992.0	203153.0
NC_045512.2	8226	44369.0	6276.104960670738	9571.005342402335	0.0	230.0	2324.0	8020.0	202495.0
NC_045512.2	8227	44369.0	6264.2864838062615	9557.607512103914	0.0	230.0	2316.0	7995.0	201566.0
NC_045512.2	8228	44369.0	6264.212513241227	9551.338667284403	0.0	230.0	2323.0	7987.0	201361.0
NC_045512.2	8229	44369.0	6317.204129008993	9532.95861558792	0.0	231.0	2442.0	8025.0	201267.0
NC_045512.2	8230	44369.0	6334.092925240596	9526.349940074528	0.0	232.0	2465.0	8035.0	201122.0
NC_045512.2	8231	44369.0	6338.214113457594	9521.612591780435	0.0	232.0	2475.0	8036.0	201024.0
NC_045512.2	8232	44369.0	6324.478983073767	9515.745458511925	0.0	231.0	2461.0	8016.0	200737.0
NC_045512.2	8233	44369.0	6322.623836462395	9509.920741999329	0.0	231.0	2464.0	7997.0	200477.0
NC_045512.2	8234	44369.0	6259.723410489306	9447.723262051899	0.0	230.0	2437.0	7838.0	196089.0
NC_045512.2	8235	44369.0	6246.36744123149	9446.714010496928	0.0	230.0	2423.0	7824.0	195977.0
NC_045512.2	8236	44369.0	6236.759359011923	9439.88073747299	0.0	230.0	2411.0	7808.0	195476.0
NC_045512.2	8237	44369.0	6238.407559331966	9438.217901169308	0.0	230.0	2415.0	7820.0	195452.0
NC_045512.2	8238	44369.0	6246.4641979760645	9435.400949034694	0.0	230.0	2423.0	7857.0	195299.0
NC_045512.2	8239	44369.0	6258.939552390182	9431.786381477907	0.0	230.0	2438.0	7871.0	195009.0
NC_045512.2	8240	44369.0	6285.923730532579	9421.017730277099	0.0	230.0	2479.0	7880.0	194778.0
NC_045512.2	8241	44369.0	6294.521625459217	9415.666945568708	0.0	231.0	2495.0	7877.0	194551.0
NC_045512.2	8242	44369.0	6284.391219094413	9411.119347623204	0.0	230.0	2486.0	7866.0	194155.0
NC_045512.2	8243	44369.0	6279.914782843877	9402.795693001102	0.0	230.0	2482.0	7864.0	193489.0
NC_045512.2	8244	44369.0	6288.744438684667	9397.31394976783	0.0	230.0	2494.0	7897.0	193188.0
NC_045512.2	8245	44369.0	6288.938583245059	9391.90806672089	0.0	230.0	2495.0	7904.0	192929.0
NC_045512.2	8246	44369.0	6289.157091663098	9389.467096176779	0.0	230.0	2498.0	7897.0	192812.0
NC_045512.2	8247	44369.0	6279.280240708603	9380.183894562742	0.0	230.0	2490.0	7879.0	192262.0
NC_045512.2	8248	44369.0	6263.997182717663	9367.865645463597	0.0	230.0	2477.0	7843.0	191356.0
NC_045512.2	8249	44369.0	7952.305415943564	11131.150331773246	0.0	939.0	3531.0	9737.0	191183.0
NC_045512.2	8250	44369.0	8012.979016881156	11220.371663897666	0.0	953.0	3547.0	9822.0	191100.0
NC_045512.2	8251	44369.0	8012.989722554035	11234.329543134634	0.0	961.0	3525.0	9817.0	190036.0
NC_045512.2	8252	44369.0	8085.886474790957	11306.9843829852	0.0	971.0	3598.0	9890.0	189603.0
NC_045512.2	8253	44369.0	8071.105839662828	11325.987757680954	0.0	969.0	3560.0	9805.0	187765.0
NC_045512.2	8254	44369.0	8088.919290495616	11356.612037762128	0.0	973.0	3560.0	9822.0	187643.0
NC_045512.2	8255	44369.0	8182.8851901102125	11490.156347756849	0.0	980.0	3591.0	9984.0	187168.0
NC_045512.2	8256	44369.0	8234.900516126125	11559.075509058597	0.0	990.0	3607.0	10041.0	187679.0
NC_045512.2	8257	44369.0	8318.168856634136	11661.52771451603	0.0	997.0	3672.0	10109.0	187815.0
NC_045512.2	8258	44369.0	8237.228199869278	11652.410080185336	0.0	990.0	3508.0	9934.0	182093.0
NC_045512.2	8259	44369.0	8278.804570758863	11658.514820307393	0.0	994.0	3613.0	10002.0	181968.0
NC_045512.2	8260	44369.0	8334.596610245891	11817.028047746338	0.0	998.0	3662.0	10040.0	182009.0
NC_045512.2	8261	44369.0	8356.93353467511	11826.352733448763	0.0	1001.0	3706.0	10068.0	181930.0
NC_045512.2	8262	44369.0	8352.77648808853	11826.3801456149	0.0	1000.0	3699.0	10060.0	181344.0
NC_045512.2	8263	44369.0	8385.22197930988	11838.169826437928	0.0	1012.0	3751.0	10104.0	182831.0
NC_045512.2	8264	44369.0	8389.75647411481	11845.630128811803	0.0	1012.0	3747.0	10118.0	182783.0
NC_045512.2	8265	44369.0	8402.079086749758	11853.623785575883	0.0	1017.0	3763.0	10129.0	182637.0
NC_045512.2	8266	44369.0	8396.648222858303	11860.65705092732	0.0	1016.0	3744.0	10129.0	184990.0
NC_045512.2	8267	44369.0	8428.821947756316	11854.001288793179	0.0	1022.0	3826.0	10152.0	185376.0
NC_045512.2	8268	44369.0	8507.215984133067	11845.380388699796	0.0	1031.0	3999.0	10222.0	185733.0
NC_045512.2	8269	44369.0	8523.115012734117	11845.056905410416	0.0	1033.0	4033.0	10243.0	186208.0
NC_045512.2	8270	44369.0	8558.535125876175	11861.979400075223	0.0	1038.0	4062.0	10316.0	186477.0
NC_045512.2	8271	44369.0	8562.458878947013	11866.062057303328	0.0	1040.0	4065.0	10320.0	186756.0
NC_045512.2	8272	44369.0	8552.321282877685	11864.309085122733	0.0	1041.0	4045.0	10303.0	187225.0
NC_045512.2	8273	44369.0	8594.592981586242	11888.278645342712	0.0	1044.0	4094.0	10422.0	187376.0
NC_045512.2	8274	44369.0	8629.356870788162	11879.764311070248	0.0	1047.0	4155.0	10465.0	187540.0
